longitude,latitude
30.51607,50.430405
30.51607,50.430585
30.51607,50.430765
30.51607,50.430945
30.51607,50.431125
30.51607,50.431305
30.51607,50.431485
30.51607,50.431664
30.51607,50.431844
30.51607,50.432024
30.51607,50.432204
30.51607,50.432384
30.51607,50.432564
30.516068,50.432744
30.516065,50.432923
30.516063,50.433103
30.516061,50.433283
30.51606,50.433463
30.51606,50.433643
30.51606,50.433823
30.51605,50.434002
30.51605,50.434182
30.516049,50.434362
30.51604,50.434542
30.516037,50.434722
30.516034,50.434902
30.516031,50.435082
30.516029,50.435261
30.516026,50.435441
30.516023,50.435621
30.51602,50.435801
30.515972,50.43595
30.515689,50.43595
30.515407,50.43595
30.515125,50.435954
30.514843,50.43596
30.514561,50.43596
30.514278,50.43596
30.513996,50.43596
30.513713,50.43596
30.513431,50.43596
30.513149,50.43596
30.512866,50.43596
30.512584,50.43596
30.512302,50.435962
30.51202,50.43597
30.511737,50.43597
30.511455,50.43597
30.511172,50.43597
30.51089,50.43597
30.510608,50.43597
30.510325,50.43597
30.510043,50.43597
30.509761,50.435974
30.509478,50.43598
30.509206,50.436027
30.508931,50.436068
30.508658,50.436114
30.508385,50.43616
30.508111,50.436204
30.507839,50.436252
30.507564,50.436293
30.507291,50.436338
30.507018,50.436384
30.506745,50.436429
30.506474,50.43648
30.506204,50.436533
30.505941,50.436596
30.505737,50.436719
30.505549,50.436852
30.505364,50.436988
30.505177,50.437123
30.504991,50.437259
30.504804,50.437394
30.504618,50.437529
30.504432,50.437664
30.504245,50.437799
30.504059,50.437934
30.503873,50.438069
30.503686,50.438205
30.503504,50.438342
30.503324,50.438481
30.503141,50.438618
30.502953,50.438751
30.502765,50.438886
30.502586,50.439025
30.502402,50.439161
30.502218,50.439298
30.502033,50.439433
30.501851,50.439571
30.50167,50.439709
30.501489,50.439847
30.501308,50.439985
30.501127,50.440123
30.500946,50.440261
30.500764,50.440399
30.500577,50.440533
30.500396,50.440672
30.500215,50.44081
30.500034,50.440948
30.499854,50.441087
30.499654,50.44113
30.499418,50.441031
30.499182,50.440932
30.498952,50.440828
30.49872,50.440726
30.498484,50.440626
30.49825,50.440526
30.498015,50.440426
30.49778,50.440327
30.49752,50.440257
30.497284,50.44016
30.497051,50.440058
30.496822,50.439953
30.496591,50.439849
30.496358,50.439748
30.496127,50.439644
30.495896,50.439541
30.495665,50.439438
30.495432,50.439336
30.495201,50.439233
30.494972,50.439127
30.494743,50.439022
30.494513,50.438918
30.494283,50.438813
